accn|cik|entityName|loc|end|val
0001140361-19-014959|1001614|Riley Exploration Permian, Inc.|US-OK|2019-06-30|130000
0001558370-19-006372|1001838|SOUTHERN COPPER CORP/|US-AZ|2019-06-30|630800000
0001564590-19-026976|1001902|INTEVAC, INC.|US-CA|2019-06-29|5708000
0001564590-20-042788|1001907|ASTROTECH Corp|US-TX|2019-06-30|160000
0001564590-19-032574|1002047|NetApp, Inc.|US-CA|2019-07-26|348000000
0001002135-19-000030|1002135|WESTELL TECHNOLOGIES, INC.|US-IL|2019-06-30|2250000
0001002517-19-000024|1002517|NUANCE COMMUNICATIONS, INC.|US-MA|2019-06-30|95272000
0001564590-19-027514|1002590|STAR GROUP, L.P.|US-CT|2019-06-30|28254000
0001002638-20-000026|1002638|OPEN TEXT CORP|CA-ON|2019-06-30|46323000
0001003078-19-000148|1003078|MSC INDUSTRIAL DIRECT CO., INC.|US-NY|2019-06-01|146815000
0001564590-19-031905|1004724|Regional Health Properties, Inc.|US-GA|2019-06-30|4020000
0001004980-19-000028|1004980|PG&E Corporation|US-CA|2019-06-30|1679000000
0001437749-19-016833|1004989|SPAR Group, Inc.|US-MI|2019-06-30|10338000
0001005011-19-000014|1005011|GRAPHIC PACKAGING INTERNATIONAL, LLC|US-GA|2019-06-30|644700000
0001437749-20-020370|1005101|CONCIERGE TECHNOLOGIES INC|US-CA|2019-06-30|1720902
0001005201-19-000093|1005201|ASSERTIO THERAPEUTICS, INC|US-IL|2019-06-30|2188000
0001564590-19-030540|1005210|SUBURBAN PROPANE PARTNERS LP|US-NJ|2019-06-29|27124000
0001564590-19-027935|1005284|UNIVERSAL DISPLAY CORPORATION|US-NJ|2019-06-30|7744000
0001005286-20-000004|1005286|LANDEC CORPORATION|US-CA|2019-05-26|53973000
0001213900-19-024584|1005516|BOS BETTER ONLINE SOLUTIONS LTD|-|2019-06-30|5527000
0001213900-20-031279|1005731|IDT CORPORATION|US-NJ|2019-07-31|37077000
0001564590-19-030588|1005757|CSG SYSTEMS INTERNATIONAL, INC.|US-CO|2019-06-30|44874000
0001493152-20-019153|1006028|PURE Bioscience, Inc.|US-CA|2019-07-31|553000
0001564590-19-030125|1006045|IRIDEX CORP|US-CA|2019-06-29|2196000
0001006655-20-000015|1006655|Evolution Petroleum Corporation|US-TX|2019-06-30|2084140
0001007587-19-000031|1007587|KVH Industries, Inc.|US-RI|2019-06-30|16974000
0001558370-19-008592|1008586|STREAMLINE HEALTH SOLUTIONS, INC.|US-GA|2019-07-31|927000
0001008654-19-000045|1008654|TUPPERWARE BRANDS CORPORATION|US-FL|2019-06-29|85700000
0001564590-19-029654|1008848|Acorda Therapeutics, Inc.|US-NY|2019-06-30|26724000
0001564590-19-026018|1009672|CARBO CERAMICS INC|US-TX|2019-06-30|13910000
0001628280-19-010588|1009829|JAKKS PACIFIC, INC.|US-CA|2019-06-30|64388000
0001010086-19-000014|1010086|SIGA TECHNOLOGIES, INC.|US-NY|2019-06-30|1070926
0001178913-19-002968|1010134|ICTS INTERNATIONAL N V|-|2019-06-30|6071000
0001564590-19-028364|1010612|SYKES ENTERPRISES INC|US-FL|2019-06-30|25128000
0001556244-19-000097|1011060|EKIMAS CORPORATION|US-NV|2019-06-30|540
0001376474-19-000220|1011395|GEOSPATIAL CORP|US-PA|2019-06-30|181253
0001011570-19-000032|1011570|Knoll, Inc.|US-PA|2019-06-30|131700000
0001654954-19-009506|1011662|GLOBAL DIGITAL SOLUTIONS, INC.|US-FL|2019-06-30|554039
0001628280-19-009820|1012100|SEALED AIR CORP/DE|US-NC|2019-06-30|753000000
0001012477-19-000008|1012477|AVADEL PHARMACEUTICALS PLC|IE-|2019-06-30|4798000
0001012620-19-000020|1012620|GENESEE & WYOMING INC|US-CT|2019-06-30|269644000
0001013462-19-000011|1013462|ANSYS INC|US-PA|2019-06-30|9865000
0001564590-19-028719|1013488|BJs RESTAURANTS INC|US-CA|2019-07-02|33114000
0001013606-19-000151|1013606|ENDOLOGIX INC /DE/|US-CA|2019-06-30|12454000
0001013857-19-000024|1013857|PEGASYSTEMS INC.|US-MA|2019-06-30|14586000
0001013871-19-000028|1013871|NRG Energy, Inc|US-TX|2019-06-30|723000000
0001558370-19-007512|1013880|TTEC HOLDINGS, INC.|US-CO|2019-06-30|56625000
0001213900-20-033960|1014052|DIGERATI TECHNOLOGIES, INC.|US-TX|2019-07-31|1264000
0001493152-19-012689|1014111|GLASSBRIDGE ENTERPRISES, INC.|US-NY|2019-06-30|100000
0001014739-19-000024|1014739|OPTION CARE HEALTH, INC.|US-IL|2019-06-30|73367000
0001140361-20-019768|1015155|Charles & Colvard, Ltd.|US-NC|2019-06-30|3279548
0001493152-19-012571|1015383|AMMO, Inc.|US-AZ|2019-06-30|4436087
0001144204-19-037346|1015739|AWARE, INC.|US-MA|2019-06-30|167000
0001564590-19-029313|1016169|ANTARES PHARMA, INC.|US-NJ|2019-06-30|11699000
0001016281-19-000085|1016281|CARRIAGE SERVICES INC|US-TX|2019-06-30|6831000
0001437749-20-020123|1016504|INTEGRATED BIOPHARMA, INC.|US-NJ|2019-06-30|3855000
0001213900-19-017863|1016838|RADCOM LTD|IL-|2019-06-30|1765000
0001199835-20-000093|1017110|GeneThera, Inc.|US-CO|2019-06-30|730997
0001017303-19-000054|1017303|TRANSACT TECHNOLOGIES INC|US-CT|2019-06-30|3892000
0001017480-20-000092|1017480|HIBBETT, INC.|US-AL|2019-08-03|124859000
0001654954-19-009580|1017655|PAID INC|US-MA|2019-06-30|1028057
0001104659-19-044308|1017673|Dover Motorsports, Inc.|US-DE|2019-06-30|712000
0001018724-19-000071|1018724|AMAZON.COM, INC.|US-WA|2019-06-30|36063000000
0001018840-19-000052|1018840|Abercrombie & Fitch Co.|US-OH|2019-08-03|226234000
0001018963-19-000020|1018963|ALLEGHENY TECHNOLOGIES INCORPORATED|US-PA|2019-06-30|420600000
0001437749-19-016848|1019034|BIO-key International, Inc.|US-NJ|2019-06-30|864879
0001564590-19-033777|1019671|SEACHANGE INTERNATIONAL INC|US-MA|2019-07-31|6564000
0001144204-19-038114|1019695|ARQULE INC|US-MA|2019-06-30|983000
0001564590-19-028387|1019737|NAVIGANT CONSULTING INC|US-IL|2019-06-30|15219000
0001553350-19-000830|1019787|PURADYN FILTER TECHNOLOGIES INC|US-FL|2019-06-30|554195
0001558370-19-006681|1019849|Penske Automotive Group, Inc.|US-MI|2019-06-30|638500000
0001564590-19-028037|1020214|CERUS CORPORATION|US-CA|2019-06-30|21058000
0001020569-19-000199|1020569|IRON MOUNTAIN INCORPORATED|US-MA|2019-06-30|303988000
0001020859-20-000064|1020859|UNITED NATURAL FOODS, INC.|US-RI|2019-08-03|1532310000
0001021162-19-000104|1021162|TRIUMPH GROUP, INC.|US-PA|2019-06-30|426587000
0001021270-19-000069|1021270|BBQ HOLDINGS, INC.|US-MN|2019-06-30|4114000
0001493152-19-012640|1021435|hopTo Inc.|US-NH|2019-06-30|257600
0001140361-19-014385|1021561|NU SKIN ENTERPRISES, INC.|US-UT|2019-06-30|48551000
0001213900-19-015534|1021604|On Track Innovations Ltd.|IL-|2019-06-30|5226000
0001021635-19-000098|1021635|OGE ENERGY CORP.|US-OK|2019-06-30|151600000
0001564590-19-027182|1021860|NOV INC.|US-TX|2019-06-30|695000000
0001022321-19-000073|1022321|GENESIS ENERGY LP|US-TX|2019-06-30|132026000
0001140361-19-014491|1022408|EPLUS INC|US-VA|2019-06-30|108954000
0001564590-19-031147|1022646|ULTRA PETROLEUM CORP|US-CO|2019-06-30|34315000
0001022652-19-000032|1022652|INSEEGO CORP.|US-GA|2019-06-30|35856000
0001558370-19-007856|1022671|STEEL DYNAMICS, INC.|US-IN|2019-06-30|516109000
0001144204-19-038053|1023024|ANI PHARMACEUTICALS, INC.|US-MN|2019-06-30|9809000
0001023128-19-000115|1023128|LITHIA MOTORS INC|US-OR|2019-06-30|129400000
0001564590-19-029316|1023313|FORRESTER RESEARCH, INC.|US-MA|2019-06-30|3462000
0001654954-19-008979|1023364|AutoWeb, Inc.|US-FL|2019-06-30|15627000
0001683168-19-002153|1023459|Simulations Plus, Inc.|US-CA|2019-05-31|209085
0001023731-19-000079|1023731|8X8 INC /DE/|US-CA|2019-06-30|32723000
0001477932-19-005097|1024095|CARNEGIE DEVELOPMENT, INC|US-NV|2019-06-30|4949
0001024305-20-000084|1024305|Coty Inc.|US-NY|2019-06-30|1583500000
0001024478-19-000036|1024478|ROCKWELL AUTOMATION, INC|US-WI|2019-06-30|629900000
0001564590-19-029040|1024795|HELIOS TECHNOLOGIES, INC.|US-FL|2019-06-29|41867000
0001026655-19-000061|1026655|Core Molding Technologies, Inc.|US-OH|2019-06-30|23552000
0001558370-19-007068|1027838|Tactile Systems Technology, Inc.|US-MN|2019-06-30|6855000
0001437749-19-016431|1029125|Panbela Therapeutics, Inc|US-MN|2019-06-30|289000
0001564590-19-030057|1029142|Dynavax Technologies Corporation|US-CA|2019-06-30|11226000
0001029744-19-000102|1029744|SONIC FOUNDRY INC|US-WI|2019-06-30|1283000
0001029831-19-000040|1029831|The Hillman Companies, Inc.|US-OH|2019-06-29|143397000
0001079973-19-000494|1031093|Silver bull resources, inc.|CA-BC|2019-07-31|275635
0001031203-19-000021|1031203|Group 1 Automotive, Inc.|US-TX|2019-06-30|485908000
0001031296-19-000034|1031296|FIRSTENERGY CORP|US-OH|2019-06-30|810000000
0001031623-19-000048|1031623|Gulf Island Fabrication, Inc.|US-TX|2019-06-30|55238000
0001032975-19-000059|1032975|LOGITECH INTERNATIONAL S.A.|US-CA|2019-06-30|338748000
0001033905-19-000072|1033905|LUMINEX CORP|US-TX|2019-06-30|19017000
0001034054-19-000008|1034054|SBA COMMUNICATIONS CORPORATION|US-FL|2019-06-30|41270000
0001437749-19-016769|1034592|OMNICOMM SYSTEMS INC|US-FL|2019-06-30|837782
0001564590-19-025291|1034670|AUTOLIV INC|SE-|2019-06-30|946900000
0001654954-19-009559|1034760|WIDEPOINT CORPORATION|US-VA|2019-06-30|6575453
0001558370-19-007232|1034842|RIGEL PHARMACEUTICALS, INC.|US-CA|2019-06-30|3777000
0001035002-19-000040|1035002|VALERO ENERGY CORP/TX|US-TX|2019-06-30|10135000000
0001035201-19-000010|1035201|CALIFORNIA WATER SERVICE GROUP|US-CA|2019-06-30|97376000
0001035267-19-000088|1035267|Intuitive Surgical, Inc.|US-CA|2019-06-30|129600000
0001564590-19-029697|1035354|Eloxx Pharmaceuticals, Inc.|US-MA|2019-06-30|2473000
0001558370-19-006336|1035983|Comfort Systems USA, Inc.|US-TX|2019-06-30|165119000
0001564590-19-031898|1036044|IDENTIV, INC.|US-CA|2019-06-30|8211000
0001437749-19-016515|1036262|inTEST Corporation|US-NJ|2019-06-30|2412000
0001037016-19-000025|1037016|NII HOLDINGS INC|US-VA|2019-06-30|12742000
0001037038-19-000008|1037038|Ralph Lauren Corporation|US-NY|2019-06-29|351500000
0001037646-19-000032|1037646|Mettler Toledo International Inc|US-OH|2019-06-30|160584000
0001628280-19-008971|1037676|Arch Resources, Inc.|US-MO|2019-06-30|138735000
0001193125-19-211704|1037868|AMETEK, Inc.|US-PA|2019-06-30|390443000
0001410578-19-000549|1038074|SILICON LABORATORIES INC.|US-TX|2019-06-29|41585000
0001038133-19-000050|1038133|HESKA CORPORATION|US-CO|2019-06-30|7330000
0001515971-19-000114|1038277|INTERNATIONAL ISOTOPES INC.|US-ID|2019-06-30|3882312
0001104659-20-097650|1039065|OSI SYSTEMS, INC.|US-CA|2019-06-30|93500000
0001493152-20-018417|1039280|NETSOL TECHNOLOGIES, INC.|US-CA|2019-06-30|1156498
0001039399-19-000062|1039399|FormFactor, Inc.|US-CA|2019-06-29|26252000
0001185185-19-001169|1039466|NovAccess Global Inc.|US-OH|2019-06-30|150478
0001039684-19-000056|1039684|ONEOK, Inc.|US-OK|2019-06-30|907377000
0001437749-19-014942|1040130|PETMED EXPRESS INC|US-FL|2019-06-30|15689000
0001040161-19-000035|1040161|PIXELWORKS, INC|US-OR|2019-06-30|2183000
0001654954-20-009618|1040470|AEHR TEST SYSTEMS|US-CA|2019-05-31|1933000
0001213900-19-018363|1040850|AGRITEK HOLDINGS, INC.|US-FL|2019-06-30|261567
0001493152-19-011996|1040896|Intellicheck, Inc.|US-NY|2019-06-30|143296
0001558370-19-007774|1041024|ROCKWELL MEDICAL, INC.|US-MI|2019-06-30|4065302
0001062993-20-004444|1041514|Net 1 UEPS Technologies, Inc.|ZA-|2019-06-30|9866000
0001104659-19-062643|1041657|URBAN ONE, INC.|US-MD|2019-06-30|7230000
0001041803-19-000029|1041803|PriceSmart, Inc.|US-CA|2019-05-31|271298000
0001628280-20-013276|1041859|CHILDRENS PLACE, INC.|US-NJ|2019-08-03|236619000
0001564590-19-030039|1042074|CymaBay Therapeutics, Inc.|US-CA|2019-06-30|2882000
0001437749-20-012087|1042187|YUNHONG CTI LTD.|US-IL|2019-06-30|8678165
0001193125-19-219046|1042418|Inhibitor Therapeutics, Inc.|US-FL|2019-06-30|195348
0001558370-19-007990|1042642|DISH DBS Corporation|US-CO|2019-06-30|320259000
0001564590-19-026145|1042893|DRIL-QUIP INC|US-TX|2019-06-30|34681000
0001564590-19-031223|1043000|Capital Senior Living Corporation|US-TX|2019-06-30|2012000
0001193125-19-262962|1043186|STABILIS SOLUTIONS, INC.|US-TX|2019-06-30|2418000
0001043277-19-000033|1043277|C.H. ROBINSON WORLDWIDE, INC.|US-MN|2019-06-30|1064432000
0001558370-19-006672|1043337|STONERIDGE, INC.|US-MI|2019-06-30|100659000
0001043509-19-000007|1043509|SONIC AUTOMOTIVE, INC.|US-NC|2019-06-30|128579000
0001043604-19-000094|1043604|JUNIPER NETWORKS, INC.|US-CA|2019-06-30|183300000
0001558370-19-007876|1043961|PRECIPIO, INC.|US-CT|2019-06-30|2671000
0001564590-19-031999|1044378|BIOCEPT, INC.|US-CA|2019-06-30|2020580
0001558370-19-006642|1044777|OneSpan Inc.|US-IL|2019-06-30|11643000
0001045309-19-000095|1045309|W. R. GRACE & CO.|US-MD|2019-06-30|270300000
0001683168-19-002667|1045742|LIVE VENTURES Inc|US-NV|2019-06-30|12358201
0001045810-19-000144|1045810|NVIDIA CORP|US-CA|2019-07-28|437000000
0001654954-19-009091|1045942|Track Group, Inc.|US-IL|2019-06-30|2424626
0001046311-19-000031|1046311|CHOICE HOTELS INTERNATIONAL INC /DE|US-MD|2019-06-30|96752000
0001046327-19-000034|1046327|RealNetworks, Inc.|US-WA|2019-06-30|5224000
0001564590-19-030087|1046568|PERDOCEO EDUCATION CORP|US-IL|2019-06-30|12382000
0001046995-19-000007|1046995|eMagin Corporation|US-NY|2019-06-30|1856000
0001047122-19-000173|1047122|RAYTHEON CO/|US-MA|2019-06-30|1368000000
0001047127-19-000036|1047127|AMKOR TECHNOLOGY, INC.|US-AZ|2019-06-30|459548000
0001047862-19-000137|1047862|Consolidated Edison, Inc|US-NY|2019-06-30|994000000
0001048695-19-000030|1048695|F5, Inc.|US-WA|2019-06-30|55630000
0001564590-20-032775|1048911|FedEx Corporation|US-TN|2019-05-31|3030000000
0001193125-19-215393|1049502|MKS INSTRUMENTS INC|US-MA|2019-06-30|88046000
0001049521-20-000034|1049521|Mercury Systems, Inc.|US-MA|2019-06-30|39030000
0001558370-19-006806|1050377|PC CONNECTION, INC.|US-NH|2019-06-30|260162000
0001193125-19-217106|1050606|SALEM MEDIA GROUP, INC. /DE/|US-TX|2019-06-30|5736000
0001050797-20-000051|1050797|COLUMBIA SPORTSWEAR COMPANY|US-OR|2019-06-30|309945000
0001050825-19-000106|1050825|STEELCASE INC.|US-MI|2019-05-24|263100000
0001564590-19-034695|1051251|J CREW GROUP INC|US-NY|2019-08-03|251562000
0001051470-20-000077|1051470|Crown Castle International Corp|US-TX|2019-06-30|337000000
0001051514-19-000098|1051514|STRATA SKIN SCIENCES, INC.|US-PA|2019-06-30|2091000
0001558370-19-007701|1051627|AXT INC|US-CA|2019-06-30|6004000
0001052595-19-000013|1052595|RED LION HOTELS CORP|US-CO|2019-06-30|8056000
0001213900-19-015154|1053369|ELITE PHARMACEUTICALS, INC|US-NJ|2019-06-30|2085954
0001053507-19-000105|1053507|AMERICAN TOWER CORP /MA/|US-MA|2019-06-30|144900000
0001437749-19-016051|1053691|DIFFUSION PHARMACEUTICALS INC.|US-VA|2019-06-30|489133
0001047469-19-004478|1053706|CRA International, Inc.|US-MA|2019-06-29|21486000
0001493152-19-012225|1054102|Interpace     Biosciences, Inc.|US-NJ|2019-06-30|1712000
0001437749-19-022747|1054274|ADYNXX, INC.|US-CA|2019-06-30|1748000
0001564590-19-031581|1054721|BSQUARE CORP /WA|US-WA|2019-06-30|680000
0001193125-19-214188|1054905|INNOSPEC INC.|US-CO|2019-06-30|117100000
0001193125-19-219102|1055454|SCHOOL SPECIALTY INC|US-WI|2019-06-29|62060000
0001056087-19-000067|1056087|MCCLATCHY CO|US-CA|2019-06-30|26782000
0001056285-19-000079|1056285|Kirkland’s, Inc.|US-TN|2019-08-03|60537000
0001056358-19-000079|1056358|MANNATECH, INCORPORATED|US-TX|2019-06-30|5961000
0001628280-19-010459|1056386|INTERNAP CORP|US-VA|2019-06-30|25826000
0001564590-19-026152|1056696|MANHATTAN ASSOCIATES, INC.|US-GA|2019-06-30|17272000
0001056903-19-000020|1056903|AMERICAN STATES WATER CO|US-CA|2019-06-30|55645000
0001564590-19-026360|1057060|MarineMax, Inc.|US-FL|2019-06-30|31601000
0001564590-19-031159|1057083|PCTEL, Inc.|US-IL|2019-06-30|5881000
0001057352-19-000065|1057352|COSTAR GROUP, INC.|US-DC|2019-06-30|6996000
0001564590-19-029892|1057379|Hackett Group, Inc.|US-FL|2019-06-28|6767000
0001057877-19-000098|1057877|IDACORP, Inc.|US-ID|2019-06-30|80651000
0001058057-19-000024|1058057|MARVELL TECHNOLOGY GROUP LTD|BM-|2019-08-03|211422000
0001058090-19-000029|1058090|CHIPOTLE MEXICAN GRILL, INC.|US-CA|2019-06-30|99007000
0001058290-19-000026|1058290|COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION|US-NJ|2019-06-30|254000000
0001493152-19-012402|1058307|Orbsat Corp|US-FL|2019-06-30|800181
0001721868-20-000178|1058330|ROGUE ONE, INC.|US-DC|2019-06-30|165672
0001628280-19-010731|1058811|IMMERSION CORP|US-CA|2019-06-30|7371000
0001059262-19-000034|1059262|SP Plus Corporation|US-IL|2019-06-30|107400000
0001059556-19-000004|1059556|MOODYS CORP /DE/|US-NY|2019-06-30|4900000
0001607062-20-000327|1059784|GENEREX BIOTECHNOLOGY CORP|-|2019-07-31|1315817
0001060391-19-000033|1060391|Republic Services, Inc.|US-AZ|2019-06-30|719600000
0001060736-19-000030|1060736|Seagen Inc.|US-WA|2019-06-30|36877000
0001060822-20-000015|1060822|Carter’s, Inc.|US-GA|2019-06-29|232869000
0001060955-19-000015|1060955|ICON plc|-|2019-06-30|20226000
0001564590-19-030130|1061027|VIRACTA THERAPEUTICS, INC.|US-CA|2019-06-30|692000
0001437749-19-016258|1061069|AVALON HOLDINGS CORP|US-OH|2019-06-30|12098000
0001061219-19-000028|1061219|ENTERPRISE PRODUCTS PARTNERS L.P.|US-TX|2019-06-30|1078500000
0001564590-19-031251|1061983|Cytokinetics, Incorporated|US-CA|2019-06-30|5194000
0001062231-19-000055|1062231|AMERICAN AXLE & MANUFACTURING HOLDINGS, INC|US-MI|2019-06-30|853400000
0001062822-19-000022|1062822|Lexicon Pharmaceuticals, Inc.|US-TX|2019-06-30|10028000
0001437749-19-016217|1063197|CURAEGIS TECHNOLOGIES, INC.|US-NY|2019-06-30|462000
0001140361-19-014946|1063537|RICEBRAN TECHNOLOGIES|US-TX|2019-06-30|1633000
0001065059-19-000026|1065059|Centrus Energy Corp.|US-MD|2019-06-30|14900000
0001072613-19-000261|1065078|Network-1 Technologies, Inc.|US-NY|2019-06-30|200000
0001065088-19-000036|1065088|eBay Inc.|US-CA|2019-06-30|303000000
0001065280-19-000260|1065280|Netflix, Inc.|US-CA|2019-06-30|442194000
0001065332-19-000022|1065332|NIC Inc.|US-KS|2019-06-30|83708000
0001640334-19-001724|1065598|DIGITALTOWN, INC.|US-WA|2019-05-31|485609
0001065696-19-000047|1065696|LKQ CORPORATION|US-IL|2019-06-30|1031952000
0001564590-19-029953|1065837|SKECHERS USA INC|US-CA|2019-06-30|640170000
0001558370-20-011132|1066194|eGain Corporation|US-CA|2019-06-30|4173000
0001066605-19-000010|1066605|HEIDRICK & STRUGGLES INTERNATIONAL, INC.|US-IL|2019-06-30|8107000
0001144204-19-039485|1066684|THEGLOBE.COM, INC.|US-TX|2019-06-30|1715
0001213900-19-019329|1066923|Future FinTech Group Inc.|US-NY|2019-06-30|12313258
0001140361-20-021571|1067294|Cracker Barrel Old Country Store, Inc.|US-TN|2019-08-02|132221000
0001067701-19-000029|1067701|UNITED RENTALS, INC.|US-CT|2019-06-30|752000000
0001562762-19-000195|1067837|AUDACY, INC.|US-PA|2019-06-30|8891000
0001493152-19-012306|1068689|DATA443 RISK MITIGATION, INC.|US-NC|2019-06-30|297591
0001068875-19-000090|1068875|BLUCORA, INC.|US-TX|2019-06-30|7945000
0001069183-19-000103|1069183|Axon Enterprise, Inc.|US-AZ|2019-06-30|9064000
0001069202-19-000030|1069202|LENNOX INTERNATIONAL INC|US-TX|2019-06-30|473600000
0001069258-19-000028|1069258|KRATOS DEFENSE & SECURITY SOLUTIONS, INC.|US-TX|2019-06-30|52700000
0001564590-19-031810|1069308|ACER THERAPEUTICS INC.|US-MA|2019-06-30|1538832
0001493152-19-012519|1069394|FLEXIBLE SOLUTIONS INTERNATIONAL, INC.|-|2019-06-30|760766
0001069530-19-000032|1069530|Cassava Sciences, Inc.|US-TX|2019-06-30|594000
0001069533-19-000038|1069533|RGC RESOURCES, INC.|US-VA|2019-06-30|3863902
0001193125-19-205656|1069878|TREX CO INC|US-VA|2019-06-30|27307000
0001104659-20-098687|1069899|Phibro Animal Health Corporation|US-NJ|2019-06-30|73189000
0001070081-19-000050|1070081|PTC THERAPEUTICS, INC.|US-NJ|2019-06-30|10219000
0001193125-19-216792|1070336|ACHILLION PHARMACEUTICALS INC|US-CT|2019-06-30|4590000
0001070412-19-000107|1070412|CNX Resources Corporation|US-PA|2019-06-30|305070000
0001564590-19-027565|1070494|ACADIA PHARMACEUTICALS INC|US-CA|2019-06-30|4650000
0001564590-19-030976|1071255|GOLDEN ENTERTAINMENT, INC.|US-NV|2019-06-30|30581000
0001171843-19-004485|1071840|SolarWindow Technologies, Inc.|US-AZ|2019-05-31|84373
0001073349-20-000095|1073349|BOTTOMLINE TECHNOLOGIES INC|US-NH|2019-06-30|10947000
0001073429-19-000168|1073429|U.S. CONCRETE, INC.|US-TX|2019-06-30|124600000
0001213900-19-015860|1073748|YUMMIES, INC.|TW-|2019-06-30|9793
0001075531-19-000043|1075531|Booking Holdings Inc.|US-CT|2019-06-30|1291000000
0001654954-19-008927|1075736|Crexendo, Inc.|US-AZ|2019-06-30|80000
0001493152-19-012940|1075857|VIEW SYSTEMS INC|US-MD|2019-06-30|167215
0001493152-19-011904|1076682|POLARITYTE, INC.|US-UT|2019-06-30|2122000
0001564590-19-029035|1076930|NOVANTA INC.|US-MA|2019-06-28|50015000
0001077183-19-000136|1077183|NEOGENOMICS, INC.|US-FL|2019-06-30|16326000
0001185185-19-001248|1077688|HOOKER FURNISHINGS CORPORATION|US-VA|2019-08-04|31829000
0001144204-19-040094|1078037|REMEDENT, INC.|BE-|2019-06-30|2002144
0001628280-19-010451|1078075|NETSCOUT SYSTEMS, INC.|US-MA|2019-06-30|25578000
0001078099-19-000092|1078099|MEET GROUP, INC.|US-PA|2019-06-30|5402910
0001078207-19-000040|1078207|NAUTILUS, INC.|US-WA|2019-06-30|31540000
0001564590-20-042032|1078271|EXTREME NETWORKS, INC.|US-NC|2019-06-30|65704000
0001262463-19-000445|1078799|MARIJUANA COMPANY OF AMERICA, INC.|US-CA|2019-06-30|609730
0001607062-20-000052|1079282|Rivulet Media, Inc.|-|2019-07-31|295
0001410578-19-000553|1080014|INNOVIVA, INC.|US-CA|2019-06-30|1139000
0001753926-19-000138|1080056|THESTREET, INC.|US-NY|2019-06-30|2076998
0001564590-19-030945|1080709|ARENA PHARMACEUTICALS INC|US-UT|2019-06-30|2289000
0001081316-19-000014|1081316|BERKSHIRE HATHAWAY ENERGY COMPANY|US-IA|2019-06-30|1666000000
